declarationDate,disasterType,incidentType,title,incidentBeginDate,incidentEndDate,disasterCloseOutDate,declaredCountyArea,placeCode,hash,lastRefresh
1954-08-04T00:00:00 -04:00,DR,Flood,FLOOD,1954-08-04T00:00:00 -04:00,1954-08-04T00:00:00 -04:00,1957-05-01T00:00:00 -04:00,,,185696b18d76fd3872bce1daadebff49,2016-12-18T11:07:49 -05:00
1954-11-10T00:00:00 -05:00,DR,Other,SEVERE HARDSHIP,1954-11-10T00:00:00 -05:00,1954-11-10T00:00:00 -05:00,1957-09-01T00:00:00 -04:00,,,9c9e34e75a0407fd07aff7e8bb3caacf,2016-12-18T11:07:49 -05:00
1955-08-20T00:00:00 -04:00,DR,Hurricane,HURRICANE & FLOODS,1955-08-20T00:00:00 -04:00,1955-08-20T00:00:00 -04:00,1957-02-01T00:00:00 -05:00,,,e0835c91ac52b691447c7edaaa234871,2016-12-18T11:07:49 -05:00
1956-03-15T00:00:00 -04:00,DR,Flood,FLOOD,1956-03-15T00:00:00 -04:00,1956-03-15T00:00:00 -04:00,1959-06-01T00:00:00 -04:00,,,0ad821462c8ed67d713cb80ccef5e457,2016-12-18T11:07:49 -05:00
1956-08-09T00:00:00 -04:00,DR,Severe Storm(s),STORM,1956-08-09T00:00:00 -04:00,1956-08-09T00:00:00 -04:00,1959-06-01T00:00:00 -04:00,,,adeb7ccfefb9ab311e0522f391b67700,2016-12-18T11:07:49 -05:00
1957-03-16T00:00:00 -04:00,DR,Other,TIDAL WAVE,1957-03-16T00:00:00 -04:00,1957-03-16T00:00:00 -04:00,1959-05-01T00:00:00 -04:00,,,1ddf0362d1ebf5df4fdc0c8a84ce8cb9,2016-12-18T11:07:49 -05:00
1957-09-05T00:00:00 -04:00,DR,Flood,FLOODS,1957-09-05T00:00:00 -04:00,1957-09-05T00:00:00 -04:00,1959-01-01T00:00:00 -05:00,,,cbc6e19517c5f31bfd80594d591b364b,2016-12-18T11:07:49 -05:00
1959-01-29T00:00:00 -05:00,DR,Flood,FLOOD,1959-01-29T00:00:00 -05:00,1959-01-29T00:00:00 -05:00,1960-11-01T00:00:00 -04:00,Clay (County),99021,c2622c602a1da631df8993ee867ae2f3,2017-08-09T09:49:35 -04:00
1960-05-25T00:00:00 -04:00,DR,Other,TIDAL WAVES,1960-05-25T00:00:00 -04:00,1960-05-25T00:00:00 -04:00,1962-08-13T00:00:00 -04:00,,,b2a1737743106b99108e74a9cefa486a,2016-12-18T11:07:52 -05:00
1961-03-31T00:00:00 -04:00,DR,Flood,FLOODS,1961-03-31T00:00:00 -04:00,1961-03-31T00:00:00 -04:00,1962-10-23T00:00:00 -04:00,,,45e2e3c606a1d864027a649b4137b516,2016-12-18T11:07:53 -05:00
1962-02-22T00:00:00 -05:00,DR,Flood,FLOODS,1962-02-22T00:00:00 -05:00,1962-02-22T00:00:00 -05:00,1967-08-29T00:00:00 -04:00,,,e928b0232928d6c0a300d0acfe249d54,2016-12-18T11:07:53 -05:00
1962-05-10T00:00:00 -04:00,DR,Flood,FLOODS,1962-05-10T00:00:00 -04:00,1962-05-10T00:00:00 -04:00,1964-02-28T00:00:00 -05:00,,,433efe4894414b17fc268a746beef2cf,2016-12-18T11:07:53 -05:00
1962-12-17T00:00:00 -05:00,DR,Flood,ABNORMALLY HIGH TIDES,1962-12-17T00:00:00 -05:00,1962-12-17T00:00:00 -05:00,1964-02-28T00:00:00 -05:00,,,9203861743a4c5500c8c3fa08f67bcd4,2016-12-18T11:07:53 -05:00
1963-03-27T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING,1963-03-27T00:00:00 -04:00,1963-03-27T00:00:00 -04:00,1964-07-06T00:00:00 -04:00,,,f714881e1cec26f7c6981b39cdf8574a,2016-12-18T11:07:53 -05:00
1963-12-21T00:00:00 -05:00,DR,Dam/Levee Break,FLOOD DUE TO BROKEN DAM,1963-12-21T00:00:00 -05:00,1963-12-21T00:00:00 -05:00,1965-06-19T00:00:00 -04:00,,,a45abf67ad3c0861d53291a6185f4ef0,2016-12-18T11:07:53 -05:00
1964-06-08T00:00:00 -04:00,DR,Drought,EXTREME DROUGHT CONDITIONS,1964-06-08T00:00:00 -04:00,1964-06-08T00:00:00 -04:00,1966-07-12T00:00:00 -04:00,,,ff5fa1c28b17c685a73b567ce825775a,2016-12-18T11:07:53 -05:00
1953-12-06T00:00:00 -05:00,DR,Tornado,TORNADO,1953-12-06T00:00:00 -05:00,1953-12-06T00:00:00 -05:00,1956-06-01T00:00:00 -04:00,,,5e8f1e5b6d2b19acbd54ffb5f7884201,2016-12-18T11:07:49 -05:00
1954-09-13T00:00:00 -04:00,DR,Hurricane,HURRICANES,1954-09-13T00:00:00 -04:00,1954-09-13T00:00:00 -04:00,1956-12-01T00:00:00 -05:00,,,168b676dd6b44f4463a725a74ab24d37,2016-12-18T11:07:49 -05:00
1955-05-27T00:00:00 -04:00,DR,Tornado,TORNADO,1955-05-27T00:00:00 -04:00,1955-05-27T00:00:00 -04:00,1957-04-01T00:00:00 -04:00,,,72cf2b7d71dfc77069b3390b7cc8980d,2016-12-18T11:07:49 -05:00
1955-08-20T00:00:00 -04:00,DR,Hurricane,HURRICANES,1955-08-20T00:00:00 -04:00,1955-08-20T00:00:00 -04:00,1959-01-01T00:00:00 -05:00,,,9a559a872d2e55c26bdb5d5032155a73,2016-12-18T11:07:49 -05:00
1956-04-07T00:00:00 -04:00,DR,Tornado,TORNADOES,1956-04-07T00:00:00 -04:00,1956-04-07T00:00:00 -04:00,1959-06-01T00:00:00 -04:00,,,2eb9c1016cb31aacc7cdbc82a890f348,2016-12-18T11:07:49 -05:00
1956-10-04T00:00:00 -04:00,DR,Hurricane,HURRICANE,1956-10-04T00:00:00 -04:00,1956-10-04T00:00:00 -04:00,1960-03-01T00:00:00 -05:00,,,cb7981423de5b861c889ff861f6002ae,2016-12-18T11:07:49 -05:00
1958-05-20T00:00:00 -04:00,DR,Flood,FLOODS,1958-05-20T00:00:00 -04:00,1958-05-20T00:00:00 -04:00,1960-09-01T00:00:00 -04:00,,,e85666bdc7249a84694f86e0ad26339a,2016-12-18T11:07:52 -05:00
1959-08-16T00:00:00 -04:00,DR,Hurricane,HURRICANE DOT,1959-08-16T00:00:00 -04:00,1959-08-16T00:00:00 -04:00,1961-02-27T00:00:00 -05:00,,,956070be520f7004fe2a3c5d921ae62f,2016-12-18T11:07:52 -05:00
1957-05-18T00:00:00 -04:00,DR,Flood,FLOOD,1957-05-18T00:00:00 -04:00,1957-05-18T00:00:00 -04:00,1960-08-01T00:00:00 -04:00,,,371a771ee3d911cf628b7ec765b9f18f,2016-12-18T11:07:49 -05:00
1960-07-15T00:00:00 -04:00,DR,Severe Storm(s),"HEAVY RAINS, HAIL, FLOODS & TORNADOES",1960-07-15T00:00:00 -04:00,1960-07-15T00:00:00 -04:00,1962-03-20T00:00:00 -04:00,,,8fc8d541ba1f4b502fdda6848ac28eb7,2016-12-18T11:07:52 -05:00
1953-05-15T00:00:00 -04:00,DR,Tornado,TORNADO & HEAVY RAINFALL,1953-05-15T00:00:00 -04:00,1953-05-15T00:00:00 -04:00,1958-01-01T00:00:00 -05:00,,,f37b8e68323847123250d14f2d7ef677,2016-12-18T11:07:49 -05:00
1953-10-30T00:00:00 -04:00,DR,Other,SEVERE HARDSHIP,1953-10-30T00:00:00 -04:00,1953-10-30T00:00:00 -04:00,1957-09-01T00:00:00 -04:00,,,682eb57528c3c122191c0f23729c4a5b,2016-12-18T11:07:49 -05:00
1954-09-02T00:00:00 -04:00,DR,Hurricane,HURRICANES,1954-09-02T00:00:00 -04:00,1954-09-02T00:00:00 -04:00,1956-12-01T00:00:00 -05:00,,,eb0bb660803bc824f17c0d843325b2fb,2016-12-18T11:07:49 -05:00
1955-05-25T00:00:00 -04:00,DR,Flood,FLOOD,1955-05-25T00:00:00 -04:00,1955-05-25T00:00:00 -04:00,1957-04-01T00:00:00 -04:00,,,3f725d6591488c33a372ea923b2315a8,2016-12-18T11:07:49 -05:00
1955-08-20T00:00:00 -04:00,DR,Hurricane,HURRICANE & FLOODS,1955-08-20T00:00:00 -04:00,1955-08-20T00:00:00 -04:00,1962-03-20T00:00:00 -04:00,,,0d681e4a8cba396133fd523d19affd92,2016-12-18T11:07:49 -05:00
1956-04-05T00:00:00 -04:00,DR,Tornado,TORNADO,1956-04-05T00:00:00 -04:00,1956-04-05T00:00:00 -04:00,1956-04-30T00:00:00 -04:00,,,3d7f8f55f6f52bdec1b150c7ebc5546e,2016-12-18T11:07:49 -05:00
1956-08-31T00:00:00 -04:00,DR,Flood,FLOOD,1956-08-31T00:00:00 -04:00,1956-08-31T00:00:00 -04:00,1956-09-05T00:00:00 -04:00,,,bd94b4da104026ab31318bee9202192c,2016-12-18T11:07:49 -05:00
1957-05-16T00:00:00 -04:00,DR,Hurricane,FLOODS & HURRICANE,1957-05-16T00:00:00 -04:00,1957-05-16T00:00:00 -04:00,1960-08-01T00:00:00 -04:00,,,470a2fed9108b03f8ffdd9564d7edc48,2016-12-18T11:07:49 -05:00
1958-05-15T00:00:00 -04:00,DR,Flood,HEAVY RAINSTORMS & FLOODS,1958-05-15T00:00:00 -04:00,1958-05-15T00:00:00 -04:00,1960-08-01T00:00:00 -04:00,,,e097217304a86c2228b359bb72170fee,2016-12-18T11:07:49 -05:00
1959-07-08T00:00:00 -04:00,DR,Flood,FLOODS,1959-07-08T00:00:00 -04:00,1959-07-08T00:00:00 -04:00,1961-01-27T00:00:00 -05:00,,,d8669c5994c05ec58d8c2cd8c3d97ccd,2016-12-18T11:07:52 -05:00
1960-07-15T00:00:00 -04:00,DR,Severe Storm(s),"HEAVY RAINS, HAIL, FLOODS & TORNADOES",1960-07-15T00:00:00 -04:00,1960-07-15T00:00:00 -04:00,1962-10-04T00:00:00 -04:00,,,eafc8fc92adc32143c350933a8a96905,2016-12-18T11:07:52 -05:00
1961-05-20T00:00:00 -04:00,DR,Flood,FLOODS,1961-05-20T00:00:00 -04:00,1961-05-20T00:00:00 -04:00,1963-08-29T00:00:00 -04:00,,,3314feabab8b961d7486817b0579eea3,2016-12-18T11:07:54 -05:00
1962-03-09T00:00:00 -05:00,DR,Flood,"SEVERE STORMS, HIGH TIDES & FLOODING",1962-03-09T00:00:00 -05:00,1962-03-09T00:00:00 -05:00,1964-06-18T00:00:00 -04:00,,,0949387332fc707ba652208d3cd97fa7,2016-12-18T11:07:54 -05:00
1962-09-05T00:00:00 -04:00,DR,Flood,FLOODS,1962-09-05T00:00:00 -04:00,1962-09-05T00:00:00 -04:00,1964-06-23T00:00:00 -04:00,,,78bc36cb9a6812683bdb0b0bee411479,2016-12-18T11:07:54 -05:00
1963-02-14T00:00:00 -05:00,DR,Flood,FLOODS,1963-02-14T00:00:00 -05:00,1963-02-14T00:00:00 -05:00,1965-04-12T00:00:00 -04:00,,,5976ad85d3ed26fd73096505e0e2ca22,2016-12-18T11:07:54 -05:00
1963-04-30T00:00:00 -04:00,DR,Typhoon,TYPHOON OLIVE,1963-04-30T00:00:00 -04:00,1963-04-30T00:00:00 -04:00,1967-07-26T00:00:00 -04:00,,,fc40ef9bab36dc2c754b5a93bf522690,2016-12-18T11:07:54 -05:00
1964-03-17T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING,1964-03-17T00:00:00 -04:00,1964-03-17T00:00:00 -04:00,1971-03-01T00:00:00 -05:00,,,b9f3b5f8d43d62d0f461adb4bde7da68,2016-12-18T11:07:54 -05:00
1953-06-06T00:00:00 -04:00,DR,Flood,FLOODS,1953-06-06T00:00:00 -04:00,1953-06-06T00:00:00 -04:00,1955-12-01T00:00:00 -05:00,,,a2b6c49d863aacae44478988208aacd1,2016-12-18T11:07:49 -05:00
1954-03-17T00:00:00 -04:00,DR,Tornado,TORNADO,1954-03-17T00:00:00 -04:00,1954-03-17T00:00:00 -04:00,1956-11-01T00:00:00 -04:00,,,c64c81cc7a13a8090cf48aa350635b99,2016-12-18T11:07:49 -05:00
1954-10-07T00:00:00 -04:00,DR,Hurricane,HURRICANES,1954-10-07T00:00:00 -04:00,1954-10-07T00:00:00 -04:00,1956-12-01T00:00:00 -05:00,,,83512caa0155eb9ae6b13290c0345701,2016-12-18T11:07:49 -05:00
1955-06-21T00:00:00 -04:00,DR,Flood,FLOOD,1955-06-21T00:00:00 -04:00,1955-06-21T00:00:00 -04:00,1957-10-01T00:00:00 -04:00,,,1f92d6e776a4d9366a5cd6dc6c546111,2016-12-18T11:07:49 -05:00
1955-12-22T00:00:00 -05:00,DR,Other,SEVERE HARDSHIP,1955-12-22T00:00:00 -05:00,1955-12-22T00:00:00 -05:00,1956-12-01T00:00:00 -05:00,,,8d0d29f00bdce1eb4bf2529fa687c25b,2016-12-18T11:07:49 -05:00
1956-04-24T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORM,1956-04-24T00:00:00 -04:00,1956-04-24T00:00:00 -04:00,1957-09-01T00:00:00 -04:00,,,4c618fe2cf6072161282baeb5303dd79,2016-12-18T11:07:49 -05:00
1957-01-31T00:00:00 -05:00,DR,Flood,FLOOD,1957-01-31T00:00:00 -05:00,1957-01-31T00:00:00 -05:00,1959-08-01T00:00:00 -04:00,,,bf17d62a69276204cd403d3821353db6,2016-12-18T11:07:49 -05:00
1958-07-05T00:00:00 -04:00,DR,Flood,FLOODS,1958-07-05T00:00:00 -04:00,1958-07-05T00:00:00 -04:00,1960-09-01T00:00:00 -04:00,,,01949b740295c3895fb76ceb015c3b17,2016-12-18T11:07:49 -05:00
1957-05-27T00:00:00 -04:00,DR,Flood,FLOOD,1957-05-27T00:00:00 -04:00,1957-05-27T00:00:00 -04:00,1960-12-01T00:00:00 -05:00,,,809212d5406c28b32e52c85c5577954b,2016-12-18T11:07:49 -05:00
1960-01-21T00:00:00 -05:00,DR,Earthquake,EARTHQUAKES & VOLCANIC DISTURBANCES,1960-01-21T00:00:00 -05:00,1960-01-21T00:00:00 -05:00,1961-06-09T00:00:00 -04:00,,,be881d4be09a4cae17995ee6cff6df3c,2016-12-18T11:07:52 -05:00
1960-09-12T00:00:00 -04:00,DR,Hurricane,HURRICANE DONNA,1960-09-12T00:00:00 -04:00,1960-09-12T00:00:00 -04:00,1962-05-24T00:00:00 -04:00,,,c8ea74aa18a2c604674b13b3c27cf4c4,2016-12-18T11:07:53 -05:00
1961-06-26T00:00:00 -04:00,DR,Flood,FLOODS,1961-06-26T00:00:00 -04:00,1961-06-26T00:00:00 -04:00,1963-04-03T00:00:00 -04:00,,,d54b5caaea99b8143ae4b9db196c9b52,2016-12-18T11:07:53 -05:00
1962-03-09T00:00:00 -05:00,DR,Flood,"SEVERE STORMS, HIGH TIDES & FLOODING",1962-03-09T00:00:00 -05:00,1962-03-09T00:00:00 -05:00,1964-02-24T00:00:00 -05:00,,,63e48c7bd7f14526058320cbaae09747,2016-12-18T11:07:53 -05:00
1962-10-16T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS,1962-10-16T00:00:00 -04:00,1962-10-16T00:00:00 -04:00,1964-03-03T00:00:00 -05:00,,,595938a7e89c87a04f4fbbb34fca6246,2016-12-18T11:07:53 -05:00
1963-03-02T00:00:00 -05:00,DR,Flood,FLOODS,1963-03-02T00:00:00 -05:00,1963-03-02T00:00:00 -05:00,1965-03-18T00:00:00 -04:00,,,ce30e8f8fa832d0122b712cfdf71f33b,2016-12-18T11:07:53 -05:00
1963-07-17T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING,1963-07-17T00:00:00 -04:00,1963-07-17T00:00:00 -04:00,1965-04-12T00:00:00 -04:00,,,88a20120d0a1479f6679feb21f6bd35f,2016-12-18T11:07:53 -05:00
1964-03-20T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING,1964-03-20T00:00:00 -04:00,1964-03-20T00:00:00 -04:00,1966-02-07T00:00:00 -05:00,,,5e3ad2650727e6a4619f489b98721ca8,2016-12-18T11:07:53 -05:00
1964-09-10T00:00:00 -04:00,DR,Hurricane,HURRICANE DORA,1964-09-10T00:00:00 -04:00,1964-09-10T00:00:00 -04:00,1966-08-08T00:00:00 -04:00,,,6077b5f00ea4fe9d13f113a3b8f4c431,2016-12-18T11:07:53 -05:00
1964-12-31T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-31T00:00:00 -05:00,1964-12-31T00:00:00 -05:00,1968-02-14T00:00:00 -05:00,Lincoln (County),99063,fe919f3d55c0c4c82a05f38d680e293a,2017-08-09T09:49:36 -04:00
1965-01-18T00:00:00 -05:00,DR,Flood,"SEVERE STORMS, HEAVY RAINS & FLOODING",1965-01-18T00:00:00 -05:00,1965-01-18T00:00:00 -05:00,1968-03-20T00:00:00 -04:00,Storey (County),99029,532092e923f68912641dd006e55da1fd,2017-08-09T09:49:36 -04:00
1965-04-11T00:00:00 -04:00,DR,Flood,FLOODING,1965-04-11T00:00:00 -04:00,1965-04-11T00:00:00 -04:00,1970-01-29T00:00:00 -05:00,Chisago (County),99025,744a58a0b7d2740c4d5737988a4dc42e,2017-08-09T09:49:36 -04:00
1961-05-16T00:00:00 -04:00,DR,Flood,FLOODS & TORNADOES,1961-05-16T00:00:00 -04:00,1961-05-16T00:00:00 -04:00,1966-01-26T00:00:00 -05:00,,,43a8c8c94d01ee09d9b690ae42d5bbed,2016-12-18T11:07:53 -05:00
1962-07-27T00:00:00 -04:00,DR,Flood,FLOODS & TORNADOES,1962-07-27T00:00:00 -04:00,1962-07-27T00:00:00 -04:00,1964-01-06T00:00:00 -05:00,,,313b5f5ebc64db1744ff73dcf54ed7b1,2016-12-18T11:07:53 -05:00
1962-03-06T00:00:00 -05:00,DR,Flood,FLOODS,1962-03-06T00:00:00 -05:00,1962-03-06T00:00:00 -05:00,1964-02-03T00:00:00 -05:00,,,c758d1153ad00eb61e097c0c7c9b3c46,2016-12-18T11:07:53 -05:00
1963-02-14T00:00:00 -05:00,DR,Flood,FLOODS,1963-02-14T00:00:00 -05:00,1963-02-14T00:00:00 -05:00,1964-11-06T00:00:00 -05:00,,,a3b6c2136bee113a3fee57fc8b757380,2016-12-18T11:07:53 -05:00
1963-04-24T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING,1963-04-24T00:00:00 -04:00,1963-04-24T00:00:00 -04:00,1965-03-05T00:00:00 -05:00,,,7cdbfe72b57aff51143729254bfafc66,2016-12-18T11:07:53 -05:00
1964-03-17T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING,1964-03-17T00:00:00 -04:00,1964-03-17T00:00:00 -04:00,1966-12-16T00:00:00 -05:00,,,f0cbdfa8a09c4476f36ffbeeb5aecffb,2016-12-18T11:07:53 -05:00
1961-02-27T00:00:00 -05:00,DR,Flood,FLOODS,1961-02-27T00:00:00 -05:00,1961-02-27T00:00:00 -05:00,1962-08-22T00:00:00 -04:00,,,60abcbd3cf027bb961862602e1a041bd,2016-12-18T11:07:52 -05:00
1961-11-16T00:00:00 -05:00,DR,Fire,FIRE (LOS ANGELES COUNTY),1961-11-16T00:00:00 -05:00,1961-11-16T00:00:00 -05:00,1963-08-01T00:00:00 -04:00,,,8aea6c12dc2522dc18f6d80f18f20465,2016-12-18T11:07:52 -05:00
1962-03-16T00:00:00 -04:00,DR,Flood,"SEVERE STORM, HIGH TIDES & FLOODING",1962-03-16T00:00:00 -04:00,1962-03-16T00:00:00 -04:00,1964-11-09T00:00:00 -05:00,,,46b469f30b83f6f7ea5424737508df0d,2016-12-18T11:07:52 -05:00
1962-11-05T00:00:00 -05:00,DR,Toxic Substances,CHLORINE BARGE ACCIDENT,1962-11-05T00:00:00 -05:00,1962-11-05T00:00:00 -05:00,1963-07-12T00:00:00 -04:00,,,7b7aa2b6e70f62316db7098d0ba94c60,2016-12-18T11:07:52 -05:00
1963-03-21T00:00:00 -04:00,DR,Flood,FLOODS,1963-03-21T00:00:00 -04:00,1963-03-21T00:00:00 -04:00,1965-07-09T00:00:00 -04:00,,,51f5c7843b228441bb7e9238db6a0c6e,2016-12-18T11:07:52 -05:00
1963-09-24T00:00:00 -04:00,DR,Hurricane,HURRICANE CINDY,1963-09-24T00:00:00 -04:00,1963-09-24T00:00:00 -04:00,1966-01-28T00:00:00 -05:00,,,931709c710031f4afe98bb1b106eae5a,2016-12-18T11:07:52 -05:00
1964-04-01T00:00:00 -04:00,DR,Other,SEISMIC SEA WAVE,1964-04-01T00:00:00 -04:00,1964-04-01T00:00:00 -04:00,1967-01-19T00:00:00 -05:00,,,4324fbfb3e5b5b839a3d7733e1a0a9de,2016-12-18T11:07:52 -05:00
1964-10-13T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING,1964-10-13T00:00:00 -04:00,1964-10-13T00:00:00 -04:00,1966-03-07T00:00:00 -05:00,,,613d6148002a69c2d5c6d1eae3dac94b,2016-12-18T11:07:52 -05:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1976-04-05T00:00:00 -05:00,Glenn (County),99021,5dbcb5fead92e0cded941c5086c83b49,2017-08-09T09:49:35 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1976-04-05T00:00:00 -05:00,Plumas (County),99063,08eee996e944a05d691161bf5b554082,2017-08-09T09:49:35 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Coos (County),99011,f81adfe38cf99b3b0562f33387fdf3f2,2017-08-09T09:49:35 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1976-04-05T00:00:00 -05:00,Tehama (County),99103,0d754af0361ee6ea32a345121a0b7618,2017-08-09T09:49:35 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Jefferson (County),99031,ff78f848ebd790ef4b236ac4b8a919f1,2017-08-09T09:49:35 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Multnomah (County),99051,13cd843b55b462f992b4dca73e4165c7,2017-08-09T09:49:35 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Yamhill (County),99071,cc5c6ad5ce10e0dfdc6c131f63e50b57,2017-08-09T09:49:35 -04:00
1964-12-29T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-29T00:00:00 -05:00,1964-12-29T00:00:00 -05:00,1968-02-02T00:00:00 -05:00,Klickitat (County),99039,3bfbc4f6f1ded529a111ad48cb14a2dd,2017-08-09T09:49:35 -04:00
1962-10-10T00:00:00 -04:00,DR,Toxic Substances,CHLORINE BARGE ACCIDENT,1962-10-10T00:00:00 -04:00,1962-10-10T00:00:00 -04:00,1970-06-02T00:00:00 -04:00,,,f704011e4aff3867ac388344a8fa3e9c,2016-12-18T11:07:52 -05:00
1963-02-25T00:00:00 -05:00,DR,Flood,"SEVERE STORMS, HEAVY RAINS & FLOODING",1963-02-25T00:00:00 -05:00,1963-02-25T00:00:00 -05:00,1965-07-09T00:00:00 -04:00,,,8b542900db9098159640c94cb022f3eb,2016-12-18T11:07:52 -05:00
1963-07-04T00:00:00 -04:00,DR,Flood,HEAVY RAINS & FLOODING,1963-07-04T00:00:00 -04:00,1963-07-04T00:00:00 -04:00,1964-12-03T00:00:00 -05:00,,,f66cb8d406a417c3888be542c9874db2,2016-12-18T11:07:52 -05:00
1964-03-20T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING,1964-03-20T00:00:00 -04:00,1964-03-20T00:00:00 -04:00,1966-07-27T00:00:00 -04:00,,,52e2b3b26236306eab9a34be8014f114,2016-12-18T11:07:52 -05:00
1964-09-08T00:00:00 -04:00,DR,Hurricane,HURRICANE CLEO,1964-09-08T00:00:00 -04:00,1964-09-08T00:00:00 -04:00,1966-01-18T00:00:00 -05:00,,,ced2ff50f451395d2f1154b3f1ccfc8d,2016-12-18T11:07:52 -05:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1976-04-05T00:00:00 -05:00,Butte (County),99007,5c7b90bf8e78935abaef5cea10efaa37,2017-08-09T09:49:36 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1976-04-05T00:00:00 -05:00,Modoc (County),99049,b75f5e8df26fa48aa8a8f33ddac0b41c,2017-08-09T09:49:36 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Benton (County),99003,89e7ecd1c45bbf26f8668bc9fc06505f,2017-08-09T09:49:36 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1976-04-05T00:00:00 -05:00,Solano (County),99095,58e7668237ed9886aff6c717fdb48169,2017-08-09T09:49:36 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Grant (County),99023,87322acbfd73a57ef4f25c6e36286a57,2017-08-09T09:49:36 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Linn (County),99043,ff77e1f8b9a3ab77569c9f69494b8a94,2017-08-09T09:49:36 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Wallowa (County),99063,8e434d06467970ebac2ac8448d8c0c51,2017-08-09T09:49:36 -04:00
1964-12-29T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-29T00:00:00 -05:00,1964-12-29T00:00:00 -05:00,1968-02-02T00:00:00 -05:00,Garfield (County),99023,ff86bcba0f7f78f5d9d4083c9772d637,2017-08-09T09:49:36 -04:00
1964-12-29T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-29T00:00:00 -05:00,1964-12-29T00:00:00 -05:00,1968-02-02T00:00:00 -05:00,Whitman (County),99075,e3b8ca2df1165bc4de1f91696d9f566f,2017-08-09T09:49:35 -04:00
1964-12-29T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-29T00:00:00 -05:00,1964-12-29T00:00:00 -05:00,1968-02-02T00:00:00 -05:00,Snohomish (County),99061,93d1c9d570ce3e1339ed4962e4162368,2017-08-09T09:49:36 -04:00
1964-12-31T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-31T00:00:00 -05:00,1964-12-31T00:00:00 -05:00,1968-02-14T00:00:00 -05:00,Boise (County),99015,041151d9b2a7898f93112e544995acc4,2017-08-09T09:49:36 -04:00
